onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_fm_neu	fm_neu	2
28.714	22.5	judge_fm_neu	fm_neu	2
51.214	1.172	rate_fm_neu	fm_neu	2
55.252	29.14	rinse	n/a	n/a
84.401	2	warning_star	n/a	n/a
86.411	7.522	taste_and_swallow_fm_apr	fm_apr	5
93.933	22.5	judge_fm_apr	fm_apr	5
116.433	2.261	rate_fm_apr	fm_apr	5
121.543	29.14	rinse	n/a	n/a
150.675	2	warning_star	n/a	n/a
152.685	7.522	taste_and_swallow_fc_cap	fc_cap	6
160.207	22.5	judge_fc_cap	fc_cap	6
182.707	1.675	rate_fc_cap	fc_cap	6
187.231	29.14	rinse	n/a	n/a
216.363	2	warning_star	n/a	n/a
218.374	7.522	taste_and_swallow_fm_van	fm_van	4
225.896	22.5	judge_fm_van	fm_van	4
248.396	2.394	rate_fm_van	fm_van	4
253.623	25	rinse	n/a	n/a
297.766	2	warning_star	n/a	n/a
299.776	7.522	taste_and_swallow_fc_ole	fc_ole	2
307.298	22.5	judge_fc_ole	fc_ole	2
329.798	2.797	rate_fc_ole	fc_ole	2
335.444	29.14	rinse	n/a	n/a
364.593	2	warning_star	n/a	n/a
366.603	7.522	taste_and_swallow_fc_peg	fc_peg	6
374.125	22.5	judge_fc_peg	fc_peg	6
396.625	1.658	rate_fc_peg	fc_peg	6
401.132	29.14	rinse	n/a	n/a
430.264	2	warning_star	n/a	n/a
432.274	7.522	taste_and_swallow_fm_van	fm_van	5
439.797	22.5	judge_fm_van	fm_van	5
462.297	1.305	rate_fm_van	fm_van	5
466.435	29.14	rinse	n/a	n/a
495.584	2	warning_star	n/a	n/a
497.594	7.522	taste_and_swallow_fm_neu	fm_neu	1
505.116	22.5	judge_fm_neu	fm_neu	1
527.616	1.725	rate_fm_neu	fm_neu	1
532.19	25	rinse	n/a	n/a
576.383	2	warning_star	n/a	n/a
578.393	7.522	taste_and_swallow_fc_ole	fc_ole	2
585.915	22.5	judge_fc_ole	fc_ole	2
608.415	1.139	rate_fc_ole	fc_ole	2
612.386	29.14	rinse	n/a	n/a
641.535	2	warning_star	n/a	n/a
643.545	7.522	taste_and_swallow_fm_apr	fm_apr	3
651.067	22.5	judge_fm_apr	fm_apr	3
673.567	4.456	rate_fm_apr	fm_apr	3
680.872	29.14	rinse	n/a	n/a
710.004	2	warning_star	n/a	n/a
712.014	7.522	taste_and_swallow_fc_peg	fc_peg	6
719.536	22.5	judge_fc_peg	fc_peg	6
742.036	1.172	rate_fc_peg	fc_peg	6
746.073	29.14	rinse	n/a	n/a
775.189	2	warning_star	n/a	n/a
777.2	7.522	taste_and_swallow_fc_cap	fc_cap	6
784.722	22.5	judge_fc_cap	fc_cap	6
807.222	1.373	rate_fc_cap	fc_cap	6
811.444	25	rinse	n/a	n/a
