onset	duration	stimulus	product	pleasantness
19.165	2	warning_star	n/a	n/a
21.176	7.522	taste_and_swallow_fm_apr	fm_apr	1
28.698	22.5	judge_fm_apr	fm_apr	1
51.198	1.389	rate_fm_apr	fm_apr	1
55.453	29.14	rinse	n/a	n/a
84.686	2	warning_star	n/a	n/a
86.696	7.522	taste_and_swallow_fc_peg	fc_peg	1
94.218	22.5	judge_fc_peg	fc_peg	1
116.718	1.742	rate_fc_peg	fc_peg	1
121.325	29.14	rinse	n/a	n/a
150.474	2	warning_star	n/a	n/a
152.485	7.522	taste_and_swallow_fc_ole	fc_ole	2
160.007	22.5	judge_fc_ole	fc_ole	2
182.507	1.222	rate_fc_ole	fc_ole	2
186.561	29.14	rinse	n/a	n/a
215.71	2	warning_star	n/a	n/a
217.72	7.522	taste_and_swallow_fm_neu	fm_neu	1
225.242	22.5	judge_fm_neu	fm_neu	1
247.742	1.407	rate_fm_neu	fm_neu	1
251.997	25	rinse	n/a	n/a
296.14	2	warning_star	n/a	n/a
298.151	7.522	taste_and_swallow_fm_van	fm_van	2
305.673	22.5	judge_fm_van	fm_van	2
328.173	1.121	rate_fm_van	fm_van	2
332.143	29.14	rinse	n/a	n/a
361.275	2	warning_star	n/a	n/a
363.286	7.522	taste_and_swallow_fc_cap	fc_cap	5
370.808	22.5	judge_fc_cap	fc_cap	5
393.308	2.813	rate_fc_cap	fc_cap	5
398.953	29.14	rinse	n/a	n/a
428.086	2	warning_star	n/a	n/a
430.096	7.522	taste_and_swallow_fm_neu	fm_neu	1
437.618	22.5	judge_fm_neu	fm_neu	1
460.118	1.641	rate_fm_neu	fm_neu	1
464.608	29.14	rinse	n/a	n/a
493.74	2	warning_star	n/a	n/a
495.75	7.522	taste_and_swallow_fm_apr	fm_apr	1
503.272	22.5	judge_fm_apr	fm_apr	1
525.772	2.01	rate_fm_apr	fm_apr	1
530.614	25	rinse	n/a	n/a
574.79	2	warning_star	n/a	n/a
576.8	7.522	taste_and_swallow_fm_van	fm_van	2
584.323	22.5	judge_fm_van	fm_van	2
606.823	1.691	rate_fm_van	fm_van	2
611.346	29.14	rinse	n/a	n/a
640.512	2	warning_star	n/a	n/a
642.522	7.522	taste_and_swallow_fc_peg	fc_peg	1
650.044	22.5	judge_fc_peg	fc_peg	1
672.544	1.607	rate_fc_peg	fc_peg	1
677	29.14	rinse	n/a	n/a
706.132	2	warning_star	n/a	n/a
708.143	7.522	taste_and_swallow_fc_cap	fc_cap	3
715.665	22.5	judge_fc_cap	fc_cap	3
738.165	0.568	rate_fc_cap	fc_cap	3
741.582	29.14	rinse	n/a	n/a
770.731	2	warning_star	n/a	n/a
772.742	7.522	taste_and_swallow_fc_ole	fc_ole	2
780.264	22.5	judge_fc_ole	fc_ole	2
802.764	0.97	rate_fc_ole	fc_ole	2
806.583	25	rinse	n/a	n/a
