onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_fm_van	fm_van	5
28.715	22.5	judge_fm_van	fm_van	5
51.215	3.081	rate_fm_van	fm_van	5
57.162	29.14	rinse	n/a	n/a
86.311	2	warning_star	n/a	n/a
88.321	7.522	taste_and_swallow_fc_ole	fc_ole	4
95.843	22.5	judge_fc_ole	fc_ole	4
118.343	54.647	rate_fc_ole	fc_ole	4
175.839	29.14	rinse	n/a	n/a
204.988	2	warning_star	n/a	n/a
206.998	7.522	taste_and_swallow_fm_apr	fm_apr	3
214.52	22.5	judge_fm_apr	fm_apr	3
237.02	0.971	rate_fm_apr	fm_apr	3
240.84	29.14	rinse	n/a	n/a
269.972	2	warning_star	n/a	n/a
271.982	7.522	taste_and_swallow_fc_cap	fc_cap	6
279.505	22.5	judge_fc_cap	fc_cap	6
302.005	1.59	rate_fc_cap	fc_cap	6
306.444	25	rinse	n/a	n/a
350.604	2	warning_star	n/a	n/a
352.614	7.522	taste_and_swallow_fm_neu	fm_neu	1
360.136	22.5	judge_fm_neu	fm_neu	1
382.636	2.78	rate_fm_neu	fm_neu	1
388.265	29.14	rinse	n/a	n/a
417.447	2	warning_star	n/a	n/a
419.458	7.522	taste_and_swallow_fc_peg	fc_peg	1
426.98	22.5	judge_fc_peg	fc_peg	1
449.48	1.976	rate_fc_peg	fc_peg	1
454.305	29.14	rinse	n/a	n/a
483.454	2	warning_star	n/a	n/a
485.464	7.522	taste_and_swallow_fc_cap	fc_cap	6
492.986	22.5	judge_fc_cap	fc_cap	6
515.486	2.227	rate_fc_cap	fc_cap	6
520.562	29.14	rinse	n/a	n/a
549.694	2	warning_star	n/a	n/a
551.705	7.522	taste_and_swallow_fm_van	fm_van	2
559.228	22.5	judge_fm_van	fm_van	2
581.728	1.036	rate_fm_van	fm_van	2
585.613	25	rinse	n/a	n/a
629.756	2	warning_star	n/a	n/a
631.766	7.522	taste_and_swallow_fm_neu	fm_neu	1
639.289	22.5	judge_fm_neu	fm_neu	1
661.789	1.238	rate_fm_neu	fm_neu	1
665.876	29.14	rinse	n/a	n/a
695.025	2	warning_star	n/a	n/a
697.036	7.522	taste_and_swallow_fc_ole	fc_ole	2
704.558	22.5	judge_fc_ole	fc_ole	2
727.058	1.557	rate_fc_ole	fc_ole	2
731.48	29.14	rinse	n/a	n/a
760.613	2	warning_star	n/a	n/a
762.623	7.522	taste_and_swallow_fc_peg	fc_peg	1
770.145	22.5	judge_fc_peg	fc_peg	1
792.645	1.49	rate_fc_peg	fc_peg	1
797.001	29.14	rinse	n/a	n/a
826.15	2	warning_star	n/a	n/a
828.16	7.522	taste_and_swallow_fm_apr	fm_apr	1
835.682	22.5	judge_fm_apr	fm_apr	1
858.182	1.256	rate_fm_apr	fm_apr	1
862.287	25	rinse	n/a	n/a
