onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_fc_cap	fc_cap	5
28.731	22.5	judge_fc_cap	fc_cap	5
51.231	0.921	rate_fc_cap	fc_cap	5
55.001	29.14	rinse	n/a	n/a
84.15	2	warning_star	n/a	n/a
86.16	7.522	taste_and_swallow_fm_van	fm_van	2
93.682	22.5	judge_fm_van	fm_van	2
116.182	1.005	rate_fm_van	fm_van	2
120.052	29.14	rinse	n/a	n/a
149.218	2	warning_star	n/a	n/a
151.229	7.522	taste_and_swallow_fc_ole	fc_ole	5
158.752	22.5	judge_fc_ole	fc_ole	5
181.252	5.828	rate_fc_ole	fc_ole	5
189.929	29.14	rinse	n/a	n/a
219.145	2	warning_star	n/a	n/a
221.156	7.522	taste_and_swallow_fm_apr	fm_apr	3
228.679	22.5	judge_fm_apr	fm_apr	3
251.179	0.584	rate_fm_apr	fm_apr	3
254.629	25	rinse	n/a	n/a
298.805	2	warning_star	n/a	n/a
300.816	7.522	taste_and_swallow_fm_neu	fm_neu	1
308.338	22.5	judge_fm_neu	fm_neu	1
330.838	3.919	rate_fm_neu	fm_neu	1
337.589	29.14	rinse	n/a	n/a
366.739	2	warning_star	n/a	n/a
368.749	7.522	taste_and_swallow_fc_peg	fc_peg	6
376.271	22.5	judge_fc_peg	fc_peg	6
398.771	0.904	rate_fc_peg	fc_peg	6
402.523	29.14	rinse	n/a	n/a
431.64	2	warning_star	n/a	n/a
433.65	7.522	taste_and_swallow_fm_neu	fm_neu	1
441.172	22.5	judge_fm_neu	fm_neu	1
463.672	1.256	rate_fm_neu	fm_neu	1
467.777	29.14	rinse	n/a	n/a
496.909	2	warning_star	n/a	n/a
498.919	7.522	taste_and_swallow_fm_van	fm_van	2
506.441	22.5	judge_fm_van	fm_van	2
528.941	1.859	rate_fm_van	fm_van	2
533.666	25	rinse	n/a	n/a
577.809	2	warning_star	n/a	n/a
579.819	7.522	taste_and_swallow_fm_apr	fm_apr	3
587.341	22.5	judge_fm_apr	fm_apr	3
609.841	0.62	rate_fm_apr	fm_apr	3
613.309	29.14	rinse	n/a	n/a
642.442	2	warning_star	n/a	n/a
644.452	7.522	taste_and_swallow_fc_peg	fc_peg	5
651.974	22.5	judge_fc_peg	fc_peg	5
674.474	2.395	rate_fc_peg	fc_peg	5
679.735	29.14	rinse	n/a	n/a
708.884	2	warning_star	n/a	n/a
710.894	7.522	taste_and_swallow_fc_cap	fc_cap	4
718.417	22.5	judge_fc_cap	fc_cap	4
740.917	1.121	rate_fc_cap	fc_cap	4
744.87	29.14	rinse	n/a	n/a
774.003	2	warning_star	n/a	n/a
776.013	7.522	taste_and_swallow_fc_ole	fc_ole	7
783.535	22.5	judge_fc_ole	fc_ole	7
806.035	1.055	rate_fc_ole	fc_ole	7
809.938	25	rinse	n/a	n/a
