onset	duration	stimulus	product	pleasantness
19.181	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_fm_apr	fm_apr	3
28.714	22.5	judge_fm_apr	fm_apr	3
51.214	0.836	rate_fm_apr	fm_apr	3
54.899	29.14	rinse	n/a	n/a
84.015	2	warning_star	n/a	n/a
86.025	7.522	taste_and_swallow_fc_ole	fc_ole	4
93.547	22.5	judge_fc_ole	fc_ole	4
116.047	1.322	rate_fc_ole	fc_ole	4
120.218	29.14	rinse	n/a	n/a
149.35	2	warning_star	n/a	n/a
151.36	7.522	taste_and_swallow_fm_neu	fm_neu	2
158.883	22.5	judge_fm_neu	fm_neu	2
181.383	1.087	rate_fm_neu	fm_neu	2
185.319	29.14	rinse	n/a	n/a
214.451	2	warning_star	n/a	n/a
216.462	7.522	taste_and_swallow_fc_cap	fc_cap	6
223.984	22.5	judge_fc_cap	fc_cap	6
246.484	1.221	rate_fc_cap	fc_cap	6
250.554	25	rinse	n/a	n/a
294.713	2	warning_star	n/a	n/a
296.724	7.522	taste_and_swallow_fm_van	fm_van	3
304.246	22.5	judge_fm_van	fm_van	3
326.746	1.841	rate_fm_van	fm_van	3
331.42	29.14	rinse	n/a	n/a
360.568	2	warning_star	n/a	n/a
362.579	7.522	taste_and_swallow_fc_peg	fc_peg	2
370.101	22.5	judge_fc_peg	fc_peg	2
392.601	1.372	rate_fc_peg	fc_peg	2
396.806	29.14	rinse	n/a	n/a
425.938	2	warning_star	n/a	n/a
427.948	7.522	taste_and_swallow_fc_cap	fc_cap	6
435.47	22.5	judge_fc_cap	fc_cap	6
457.97	1.188	rate_fc_cap	fc_cap	6
462.041	29.14	rinse	n/a	n/a
491.206	2	warning_star	n/a	n/a
493.217	7.522	taste_and_swallow_fm_apr	fm_apr	2
500.739	22.5	judge_fm_apr	fm_apr	2
523.239	1.037	rate_fm_apr	fm_apr	2
527.125	25	rinse	n/a	n/a
571.318	2	warning_star	n/a	n/a
573.328	7.522	taste_and_swallow_fm_van	fm_van	2
580.85	22.5	judge_fm_van	fm_van	2
603.35	0.987	rate_fm_van	fm_van	2
607.185	29.14	rinse	n/a	n/a
636.352	2	warning_star	n/a	n/a
638.362	7.522	taste_and_swallow_fc_ole	fc_ole	4
645.884	22.5	judge_fc_ole	fc_ole	4
668.384	1.054	rate_fc_ole	fc_ole	4
672.287	29.14	rinse	n/a	n/a
701.436	2	warning_star	n/a	n/a
703.446	7.522	taste_and_swallow_fc_peg	fc_peg	1
710.969	22.5	judge_fc_peg	fc_peg	1
733.469	1.305	rate_fc_peg	fc_peg	1
737.64	29.14	rinse	n/a	n/a
766.789	2	warning_star	n/a	n/a
768.799	7.522	taste_and_swallow_fm_neu	fm_neu	2
776.321	22.5	judge_fm_neu	fm_neu	2
798.821	1.356	rate_fm_neu	fm_neu	2
803.026	25	rinse	n/a	n/a
