onset	duration	stimulus	product	pleasantness
19.165	2	warning_star	n/a	n/a
21.176	7.522	taste_and_swallow_fm_neu	fm_neu	3
28.698	22.5	judge_fm_neu	fm_neu	3
51.198	2.311	rate_fm_neu	fm_neu	3
56.391	29.14	rinse	n/a	n/a
85.507	2	warning_star	n/a	n/a
87.518	7.522	taste_and_swallow_fc_cap	fc_cap	3
95.04	22.5	judge_fc_cap	fc_cap	3
117.54	0.87	rate_fc_cap	fc_cap	3
121.242	29.14	rinse	n/a	n/a
150.392	2	warning_star	n/a	n/a
152.402	7.522	taste_and_swallow_fc_ole	fc_ole	3
159.924	22.5	judge_fc_ole	fc_ole	3
182.424	0.871	rate_fc_ole	fc_ole	3
186.127	29.14	rinse	n/a	n/a
215.31	2	warning_star	n/a	n/a
217.32	7.522	taste_and_swallow_fm_apr	fm_apr	3
224.842	22.5	judge_fm_apr	fm_apr	3
247.342	0.452	rate_fm_apr	fm_apr	3
250.676	25	rinse	n/a	n/a
294.836	2	warning_star	n/a	n/a
296.847	7.522	taste_and_swallow_fm_van	fm_van	2
304.369	22.5	judge_fm_van	fm_van	2
326.869	0.987	rate_fm_van	fm_van	2
330.721	29.14	rinse	n/a	n/a
359.922	2	warning_star	n/a	n/a
361.932	7.522	taste_and_swallow_fc_peg	fc_peg	3
369.454	22.5	judge_fc_peg	fc_peg	3
391.954	0.736	rate_fc_peg	fc_peg	3
395.539	29.14	rinse	n/a	n/a
424.689	2	warning_star	n/a	n/a
426.699	7.522	taste_and_swallow_fm_apr	fm_apr	4
434.221	22.5	judge_fm_apr	fm_apr	4
456.721	8.476	rate_fm_apr	fm_apr	4
468.063	29.14	rinse	n/a	n/a
497.212	2	warning_star	n/a	n/a
499.223	7.522	taste_and_swallow_fm_neu	fm_neu	3
506.745	22.5	judge_fm_neu	fm_neu	3
529.245	0.552	rate_fm_neu	fm_neu	3
532.629	25	rinse	n/a	n/a
576.756	2	warning_star	n/a	n/a
578.766	7.522	taste_and_swallow_fc_peg	fc_peg	3
586.288	22.5	judge_fc_peg	fc_peg	3
608.788	0.67	rate_fc_peg	fc_peg	3
612.323	29.14	rinse	n/a	n/a
641.473	2	warning_star	n/a	n/a
643.483	7.522	taste_and_swallow_fc_ole	fc_ole	4
651.005	22.5	judge_fc_ole	fc_ole	4
673.505	5.042	rate_fc_ole	fc_ole	4
681.413	29.14	rinse	n/a	n/a
710.545	2	warning_star	n/a	n/a
712.556	7.522	taste_and_swallow_fc_cap	fc_cap	4
720.078	22.5	judge_fc_cap	fc_cap	4
742.578	1.071	rate_fc_cap	fc_cap	4
746.515	29.14	rinse	n/a	n/a
775.664	2	warning_star	n/a	n/a
777.675	7.522	taste_and_swallow_fm_van	fm_van	2
785.197	22.5	judge_fm_van	fm_van	2
807.697	0.92	rate_fm_van	fm_van	2
811.466	25	rinse	n/a	n/a
