onset	duration	stimulus	product	pleasantness
19.165	2	warning_star	n/a	n/a
21.176	7.522	taste_and_swallow_fc_ole	fc_ole	5
28.698	22.5	judge_fc_ole	fc_ole	5
51.198	9.113	rate_fc_ole	fc_ole	5
63.192	29.14	rinse	n/a	n/a
92.376	2	warning_star	n/a	n/a
94.386	7.522	taste_and_swallow_fc_cap	fc_cap	5
101.908	22.5	judge_fc_cap	fc_cap	5
124.408	5.562	rate_fc_cap	fc_cap	5
132.835	29.14	rinse	n/a	n/a
162.018	2	warning_star	n/a	n/a
164.029	7.522	taste_and_swallow_fc_peg	fc_peg	3
171.551	22.5	judge_fc_peg	fc_peg	3
194.051	2.395	rate_fc_peg	fc_peg	3
199.311	29.14	rinse	n/a	n/a
228.461	2	warning_star	n/a	n/a
230.471	7.522	taste_and_swallow_fm_apr	fm_apr	2
237.993	22.5	judge_fm_apr	fm_apr	2
260.493	3.551	rate_fm_apr	fm_apr	2
266.893	25	rinse	n/a	n/a
311.053	2	warning_star	n/a	n/a
313.063	7.522	taste_and_swallow_fm_van	fm_van	3
320.585	22.5	judge_fm_van	fm_van	3
343.085	9.532	rate_fm_van	fm_van	3
355.466	29.14	rinse	n/a	n/a
384.599	2	warning_star	n/a	n/a
386.609	7.522	taste_and_swallow_fm_neu	fm_neu	2
394.131	22.5	judge_fm_neu	fm_neu	2
416.631	4.305	rate_fm_neu	fm_neu	2
423.785	29.14	rinse	n/a	n/a
452.917	2	warning_star	n/a	n/a
454.928	7.522	taste_and_swallow_fc_cap	fc_cap	6
462.45	22.5	judge_fc_cap	fc_cap	6
484.95	1.406	rate_fc_cap	fc_cap	6
489.189	29.14	rinse	n/a	n/a
518.338	2	warning_star	n/a	n/a
520.348	7.522	taste_and_swallow_fm_apr	fm_apr	3
527.87	22.5	judge_fm_apr	fm_apr	3
550.37	5.11	rate_fm_apr	fm_apr	3
558.311	25	rinse	n/a	n/a
602.455	2	warning_star	n/a	n/a
604.465	7.522	taste_and_swallow_fm_neu	fm_neu	2
611.987	22.5	judge_fm_neu	fm_neu	2
634.487	8.359	rate_fm_neu	fm_neu	2
645.678	29.14	rinse	n/a	n/a
674.844	2	warning_star	n/a	n/a
676.855	7.522	taste_and_swallow_fc_ole	fc_ole	4
684.377	22.5	judge_fc_ole	fc_ole	4
706.877	8.342	rate_fc_ole	fc_ole	4
718.085	29.14	rinse	n/a	n/a
747.234	2	warning_star	n/a	n/a
749.244	7.522	taste_and_swallow_fc_peg	fc_peg	4
756.767	22.5	judge_fc_peg	fc_peg	4
779.267	3.098	rate_fc_peg	fc_peg	4
785.214	29.14	rinse	n/a	n/a
814.363	2	warning_star	n/a	n/a
816.374	7.522	taste_and_swallow_fm_van	fm_van	3
823.896	22.5	judge_fm_van	fm_van	3
846.396	5.159	rate_fm_van	fm_van	3
854.404	25	rinse	n/a	n/a
