onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_fm_apr	fm_apr	5
28.732	22.5	judge_fm_apr	fm_apr	5
51.232	3.215	rate_fm_apr	fm_apr	5
57.296	29.14	rinse	n/a	n/a
86.429	2	warning_star	n/a	n/a
88.439	7.522	taste_and_swallow_fc_ole	fc_ole	5
95.978	22.5	judge_fc_ole	fc_ole	5
118.478	3.936	rate_fc_ole	fc_ole	5
125.263	29.14	rinse	n/a	n/a
154.463	2	warning_star	n/a	n/a
156.473	7.522	taste_and_swallow_fm_van	fm_van	3
163.995	22.5	judge_fm_van	fm_van	3
186.495	0.77	rate_fm_van	fm_van	3
190.097	29.14	rinse	n/a	n/a
219.246	2	warning_star	n/a	n/a
221.257	7.522	taste_and_swallow_fc_cap	fc_cap	6
228.78	22.5	judge_fc_cap	fc_cap	6
251.28	1.305	rate_fc_cap	fc_cap	6
255.45	25	rinse	n/a	n/a
299.627	2	warning_star	n/a	n/a
301.638	7.522	taste_and_swallow_fm_neu	fm_neu	1
309.16	22.5	judge_fm_neu	fm_neu	1
331.66	3.819	rate_fm_neu	fm_neu	1
338.311	29.14	rinse	n/a	n/a
367.477	2	warning_star	n/a	n/a
369.487	7.522	taste_and_swallow_fc_peg	fc_peg	3
377.01	22.5	judge_fc_peg	fc_peg	3
399.51	1.574	rate_fc_peg	fc_peg	3
403.916	29.14	rinse	n/a	n/a
433.082	2	warning_star	n/a	n/a
435.092	7.522	taste_and_swallow_fm_neu	fm_neu	1
442.614	22.5	judge_fm_neu	fm_neu	1
465.114	1.742	rate_fm_neu	fm_neu	1
469.705	29.14	rinse	n/a	n/a
498.854	2	warning_star	n/a	n/a
500.864	7.522	taste_and_swallow_fm_van	fm_van	3
508.387	22.5	judge_fm_van	fm_van	3
530.887	1.038	rate_fm_van	fm_van	3
534.789	25	rinse	n/a	n/a
578.967	2	warning_star	n/a	n/a
580.977	7.522	taste_and_swallow_fm_apr	fm_apr	4
588.499	22.5	judge_fm_apr	fm_apr	4
610.999	1.391	rate_fm_apr	fm_apr	4
615.238	29.14	rinse	n/a	n/a
644.387	2	warning_star	n/a	n/a
646.398	7.522	taste_and_swallow_fc_peg	fc_peg	2
653.92	22.5	judge_fc_peg	fc_peg	2
676.42	1.44	rate_fc_peg	fc_peg	2
680.725	29.14	rinse	n/a	n/a
709.858	2	warning_star	n/a	n/a
711.869	7.522	taste_and_swallow_fc_cap	fc_cap	6
719.391	22.5	judge_fc_cap	fc_cap	6
741.891	1.54	rate_fc_cap	fc_cap	6
746.28	29.14	rinse	n/a	n/a
775.413	2	warning_star	n/a	n/a
777.423	7.522	taste_and_swallow_fc_ole	fc_ole	4
784.945	22.5	judge_fc_ole	fc_ole	4
807.445	5.176	rate_fc_ole	fc_ole	4
815.47	25	rinse	n/a	n/a
