onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_fm_neu	fm_neu	5
28.714	22.5	judge_fm_neu	fm_neu	5
51.214	4.841	rate_fm_neu	fm_neu	5
58.903	29.14	rinse	n/a	n/a
88.036	2	warning_star	n/a	n/a
90.047	7.522	taste_and_swallow_fm_apr	fm_apr	3
97.569	22.5	judge_fm_apr	fm_apr	3
120.069	0.971	rate_fm_apr	fm_apr	3
123.905	29.14	rinse	n/a	n/a
153.038	2	warning_star	n/a	n/a
155.048	7.522	taste_and_swallow_fc_ole	fc_ole	5
162.57	22.5	judge_fc_ole	fc_ole	5
185.07	0.988	rate_fc_ole	fc_ole	5
188.923	29.14	rinse	n/a	n/a
218.072	2	warning_star	n/a	n/a
220.083	7.522	taste_and_swallow_fc_cap	fc_cap	7
227.605	22.5	judge_fc_cap	fc_cap	7
250.105	1.992	rate_fc_cap	fc_cap	7
254.93	25	rinse	n/a	n/a
299.073	2	warning_star	n/a	n/a
301.083	7.522	taste_and_swallow_fc_peg	fc_peg	3
308.605	22.5	judge_fc_peg	fc_peg	3
331.105	0.82	rate_fc_peg	fc_peg	3
334.774	29.14	rinse	n/a	n/a
363.906	2	warning_star	n/a	n/a
365.917	7.522	taste_and_swallow_fm_van	fm_van	4
373.439	22.5	judge_fm_van	fm_van	4
395.939	18.729	rate_fm_van	fm_van	4
417.5	29.14	rinse	n/a	n/a
446.632	2	warning_star	n/a	n/a
448.642	7.522	taste_and_swallow_fc_cap	fc_cap	5
456.164	22.5	judge_fc_cap	fc_cap	5
478.664	0.753	rate_fc_cap	fc_cap	5
482.266	29.14	rinse	n/a	n/a
511.415	2	warning_star	n/a	n/a
513.426	7.522	taste_and_swallow_fm_neu	fm_neu	4
520.948	22.5	judge_fm_neu	fm_neu	4
543.448	1.306	rate_fm_neu	fm_neu	4
547.586	25	rinse	n/a	n/a
591.762	2	warning_star	n/a	n/a
593.773	7.522	taste_and_swallow_fc_peg	fc_peg	3
601.295	22.5	judge_fc_peg	fc_peg	3
623.795	0.803	rate_fc_peg	fc_peg	3
627.43	29.14	rinse	n/a	n/a
656.596	2	warning_star	n/a	n/a
658.606	7.522	taste_and_swallow_fm_apr	fm_apr	2
666.128	22.5	judge_fm_apr	fm_apr	2
688.628	1.524	rate_fm_apr	fm_apr	2
693.001	29.14	rinse	n/a	n/a
722.133	2	warning_star	n/a	n/a
724.144	7.522	taste_and_swallow_fm_van	fm_van	5
731.666	22.5	judge_fm_van	fm_van	5
754.166	0.786	rate_fm_van	fm_van	5
757.835	29.14	rinse	n/a	n/a
786.984	2	warning_star	n/a	n/a
788.994	7.522	taste_and_swallow_fc_ole	fc_ole	6
796.516	22.5	judge_fc_ole	fc_ole	6
819.016	1.222	rate_fc_ole	fc_ole	6
823.104	25	rinse	n/a	n/a
