onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.193	7.522	taste_and_swallow_fc_ole	fc_ole	5
28.716	22.5	judge_fc_ole	fc_ole	5
51.216	13.166	rate_fc_ole	fc_ole	5
67.246	29.14	rinse	n/a	n/a
96.396	2	warning_star	n/a	n/a
98.407	7.522	taste_and_swallow_fm_van	fm_van	3
105.946	22.5	judge_fm_van	fm_van	3
128.446	0.937	rate_fm_van	fm_van	3
132.232	29.14	rinse	n/a	n/a
161.398	2	warning_star	n/a	n/a
163.408	7.522	taste_and_swallow_fm_apr	fm_apr	2
170.947	22.5	judge_fm_apr	fm_apr	2
193.447	1.121	rate_fm_apr	fm_apr	2
197.416	29.14	rinse	n/a	n/a
226.566	2	warning_star	n/a	n/a
228.577	7.522	taste_and_swallow_fc_peg	fc_peg	3
236.1	22.5	judge_fc_peg	fc_peg	3
258.6	1.104	rate_fc_peg	fc_peg	3
262.568	25	rinse	n/a	n/a
306.712	2	warning_star	n/a	n/a
308.722	7.522	taste_and_swallow_fm_neu	fm_neu	4
316.246	22.5	judge_fm_neu	fm_neu	4
338.746	1.857	rate_fm_neu	fm_neu	4
343.452	29.14	rinse	n/a	n/a
372.601	2	warning_star	n/a	n/a
374.612	7.522	taste_and_swallow_fc_cap	fc_cap	5
382.135	22.5	judge_fc_cap	fc_cap	5
404.635	0.953	rate_fc_cap	fc_cap	5
408.469	29.14	rinse	n/a	n/a
437.619	2	warning_star	n/a	n/a
439.63	7.522	taste_and_swallow_fc_peg	fc_peg	1
447.152	22.5	judge_fc_peg	fc_peg	1
469.652	1.574	rate_fc_peg	fc_peg	1
474.075	29.14	rinse	n/a	n/a
503.224	2	warning_star	n/a	n/a
505.234	7.522	taste_and_swallow_fc_ole	fc_ole	3
512.756	22.5	judge_fc_ole	fc_ole	3
535.256	1.524	rate_fc_ole	fc_ole	3
539.629	25	rinse	n/a	n/a
583.788	2	warning_star	n/a	n/a
585.799	7.522	taste_and_swallow_fm_neu	fm_neu	3
593.321	22.5	judge_fm_neu	fm_neu	3
615.821	0.686	rate_fm_neu	fm_neu	3
619.371	29.14	rinse	n/a	n/a
648.521	2	warning_star	n/a	n/a
650.532	7.522	taste_and_swallow_fm_van	fm_van	3
658.054	22.5	judge_fm_van	fm_van	3
680.554	0.619	rate_fm_van	fm_van	3
684.022	29.14	rinse	n/a	n/a
713.171	2	warning_star	n/a	n/a
715.181	7.522	taste_and_swallow_fc_cap	fc_cap	5
722.703	22.5	judge_fc_cap	fc_cap	5
745.203	0.804	rate_fc_cap	fc_cap	5
748.839	29.14	rinse	n/a	n/a
777.988	2	warning_star	n/a	n/a
779.998	7.522	taste_and_swallow_fm_apr	fm_apr	3
787.52	22.5	judge_fm_apr	fm_apr	3
810.02	1.055	rate_fm_apr	fm_apr	3
813.94	25	rinse	n/a	n/a
