onset	duration	stimulus	product	pleasantness
19.366	2	warning_star	n/a	n/a
21.377	7.522	taste_and_swallow_fm_apr	fm_apr	4
28.899	22.5	judge_fm_apr	fm_apr	4
51.399	6.416	rate_fm_apr	fm_apr	4
60.679	29.14	rinse	n/a	n/a
89.813	2	warning_star	n/a	n/a
91.823	7.522	taste_and_swallow_fc_peg	fc_peg	5
99.345	22.5	judge_fc_peg	fc_peg	5
121.845	5.009	rate_fc_peg	fc_peg	5
129.703	29.14	rinse	n/a	n/a
158.835	2	warning_star	n/a	n/a
160.846	7.522	taste_and_swallow_fc_cap	fc_cap	5
168.368	22.5	judge_fc_cap	fc_cap	5
190.868	9.682	rate_fc_cap	fc_cap	5
203.382	29.14	rinse	n/a	n/a
232.515	2	warning_star	n/a	n/a
234.525	7.522	taste_and_swallow_fc_ole	fc_ole	6
242.047	22.5	judge_fc_ole	fc_ole	6
264.547	1.491	rate_fc_ole	fc_ole	6
268.887	25	rinse	n/a	n/a
313.047	2	warning_star	n/a	n/a
315.057	7.522	taste_and_swallow_fm_van	fm_van	2
322.579	22.5	judge_fm_van	fm_van	2
345.079	1.792	rate_fm_van	fm_van	2
349.719	29.14	rinse	n/a	n/a
378.852	2	warning_star	n/a	n/a
380.863	7.522	taste_and_swallow_fm_neu	fm_neu	1
388.385	22.5	judge_fm_neu	fm_neu	1
410.885	1.859	rate_fm_neu	fm_neu	1
415.576	29.14	rinse	n/a	n/a
444.759	2	warning_star	n/a	n/a
446.769	7.522	taste_and_swallow_fc_cap	fc_cap	3
454.291	22.5	judge_fc_cap	fc_cap	3
476.791	1.373	rate_fc_cap	fc_cap	3
481.013	29.14	rinse	n/a	n/a
510.146	2	warning_star	n/a	n/a
512.156	7.522	taste_and_swallow_fm_apr	fm_apr	4
519.678	22.5	judge_fm_apr	fm_apr	4
542.178	1.775	rate_fm_apr	fm_apr	4
546.819	25	rinse	n/a	n/a
591.046	2	warning_star	n/a	n/a
593.056	7.522	taste_and_swallow_fm_van	fm_van	1
600.578	22.5	judge_fm_van	fm_van	1
623.078	1.993	rate_fm_van	fm_van	1
627.92	29.14	rinse	n/a	n/a
657.086	2	warning_star	n/a	n/a
659.097	7.522	taste_and_swallow_fc_peg	fc_peg	5
666.619	22.5	judge_fc_peg	fc_peg	5
689.119	4.807	rate_fc_peg	fc_peg	5
696.775	29.14	rinse	n/a	n/a
725.924	2	warning_star	n/a	n/a
727.935	7.522	taste_and_swallow_fc_ole	fc_ole	5
735.457	22.5	judge_fc_ole	fc_ole	5
757.957	1.423	rate_fc_ole	fc_ole	5
762.229	29.14	rinse	n/a	n/a
791.378	2	warning_star	n/a	n/a
793.389	7.522	taste_and_swallow_fm_neu	fm_neu	1
800.911	22.5	judge_fm_neu	fm_neu	1
823.411	1.49	rate_fm_neu	fm_neu	1
827.75	25	rinse	n/a	n/a
